Stat-Xplore,,,,,,,,
,,,,,,,,
Relative Low Income (I II III IV V VI),,,,,,,,
National - Regional - LA - OAs (GB) by Year,,,,,,,,
Counting: Relative Low Income,,,,,,,,
,,,,,,,,
Filters:,,,,,,,,
Default Summation,Relative Low Income,,,,,,,
,,,,,,,,
Year,2020/21,2020/21 - Annotations,2021/22,2021/22 - Annotations,2022/23,2022/23 - Annotations,2023/24,2023/24 - Annotations
National - Regional - LA - OAs (GB),,,,,,,,
Enfield 023A,84,,102,,101,,115,
Enfield 023B,109,,106,,128,,140,
Enfield 023C,107,,114,,149,,176,
Enfield 023D,105,,150,,159,,170,
Enfield 023E,66,,92,,103,,112,
Enfield 024A,96,,94,,104,,109,
Enfield 024B,98,,116,,118,,141,
Enfield 024C,56,,52,,63,,88,
Enfield 024D,62,,63,,61,,77,
Enfield 024E,142,,137,,163,,174,
Enfield 025A,69,,75,,98,,118,
Enfield 025B,116,,110,,124,,179,
Enfield 025C,135,,147,,169,,200,
Enfield 025E,106,,139,,155,,154,
Enfield 025F,106,,77,,98,,119,
Enfield 025G,107,,143,,124,,159,
Enfield 026A,46,,45,,52,,49,
Enfield 026B,100,,66,,71,,90,
Enfield 026C,53,,36,,35,,44,
Enfield 026D,32,,48,,57,,65,
Enfield 026E,50,,42,,50,,74,
Enfield 027A,93,,77,,92,,83,
Enfield 027B,153,,168,,201,,167,
Enfield 027C,138,,141,,131,,116,
Enfield 027D,101,,112,,107,,127,
Enfield 027E,98,,85,,77,,84,
Enfield 028A,19,,13,,13,,22,
Enfield 028B,10,,7,,12,,14,
Enfield 028C,25,,16,,13,,10,
Enfield 028D,11,,12,,18,,21,
Enfield 028E,33,,31,,35,,33,
Enfield 029A,45,,45,,49,,56,
Enfield 029B,66,,56,,52,,71,
Enfield 029C,43,,48,,53,,48,
Enfield 029D,40,,38,,41,,47,
Enfield 029E,12,,19,,29,,27,
Enfield 030A,118,,123,,106,,123,
Enfield 030B,134,,112,,153,,165,
Enfield 030C,184,,173,,185,,200,
Enfield 030D,173,,189,,218,,262,
Enfield 030E,141,,151,,166,,161,
Enfield 031A,50,,52,,78,,82,
Enfield 031B,75,,67,,90,,110,
Enfield 031C,74,,73,,107,,189,
Enfield 031D,107,,78,,135,,141,
Enfield 031E,54,,61,,68,,74,
Enfield 031F,58,,54,,65,,72,
Enfield 032A,22,,25,,19,,29,
Enfield 032B,62,,77,,88,,96,
Enfield 032C,96,,105,,118,,132,
Enfield 032D,81,,73,,73,,70,
Enfield 032E,38,,28,,37,,30,
Enfield 033A,131,,131,,153,,144,
Enfield 033B,104,,100,,112,,129,
Enfield 033C,141,,126,,138,,157,
Enfield 033D,104,,111,,132,,143,
Enfield 033E,141,,132,,143,,157,
Enfield 033F,125,,117,,160,,131,
Enfield 035A,77,,111,,106,,115,
Enfield 035B,98,,88,,92,,100,
Enfield 035C,95,,98,,103,,111,
Enfield 035D,37,,41,,35,,37,
Enfield 035E,69,,63,,58,,69,
Enfield 035F,86,,74,,67,,81,
Enfield 036A,54,,38,,47,,52,
Enfield 036B,55,,60,,56,,53,
Enfield 036C,59,,59,,58,,69,
Enfield 036D,50,,46,,49,,36,
Enfield 036E,75,,84,,86,,77,
Enfield 036F,51,,39,,54,,63,
Enfield 037A,149,,186,,171,,155,
Enfield 037B,115,,106,,129,,156,
Enfield 037C,133,,119,,171,,156,
Enfield 037D,153,,171,,172,,191,
Enfield 037E,131,,111,,144,,163,
Greenwich 001A,100,,115,,140,,143,
Greenwich 001B,104,,112,,161,,147,
Greenwich 001C,110,,103,,140,,152,
Greenwich 001D,138,,107,,106,,112,
Greenwich 002A,77,,81,,89,,91,
Greenwich 002B,180,,175,,228,,246,
Greenwich 002E,125,,85,,115,,114,
Greenwich 002F,109,,93,,118,,121,
Greenwich 002G,103,,97,,141,,150,
Greenwich 002H,98,,104,,160,,131,
Greenwich 002I,109,,115,,138,,110,
Greenwich 003A,165,,162,,204,,219,
Greenwich 003B,181,,188,,180,,167,
Greenwich 003C,136,,117,,148,,135,
Greenwich 003D,116,,122,,116,,157,
Greenwich 003E,122,,112,,144,,139,
Greenwich 004B,60,,65,,76,,61,
Greenwich 004C,79,,80,,85,,74,
Greenwich 004D,176,,153,,185,,172,
Greenwich 004E,27,,23,,22,,37,
Greenwich 004F,43,,49,,57,,47,
Greenwich 004G,43,,52,,69,,88,
Greenwich 004H,5,,13,,6,,12,
Greenwich 004I,103,,124,,141,,149,
Greenwich 005A,159,,205,,192,,221,
Greenwich 005B,113,,114,,133,,125,
Greenwich 005C,52,,50,,68,,61,
Greenwich 005D,185,,184,,213,,206,
Greenwich 005E,61,,96,,99,,77,
Greenwich 006A,128,,125,,145,,175,
Greenwich 006B,145,,152,,150,,153,
Greenwich 006C,120,,121,,138,,178,
Greenwich 006D,79,,96,,121,,113,
Greenwich 006E,96,,72,,111,,127,
Greenwich 007B,202,,194,,196,,239,
Greenwich 007C,94,,95,,116,,134,
Greenwich 007D,83,,71,,81,,99,
Greenwich 007E,84,,75,,93,,104,
Greenwich 007F,33,,32,,49,,52,
Greenwich 007G,85,,99,,76,,86,
Greenwich 008A,75,,95,,91,,94,
Greenwich 008B,64,,71,,73,,87,
Greenwich 008C,53,,52,,63,,64,
Greenwich 008D,160,,178,,200,,210,
Greenwich 009A,149,,157,,218,,206,
Greenwich 009B,127,,110,,118,,137,
Greenwich 009C,174,,180,,189,,187,
Greenwich 009D,119,,104,,135,,114,
Greenwich 011A,134,,93,,111,,130,
Greenwich 011B,119,,135,,128,,141,
Greenwich 011C,128,,141,,174,,150,
Greenwich 011D,94,,114,,133,,163,
Greenwich 011E,227,,237,,243,,237,
Greenwich 011F,72,,59,,58,,61,
Greenwich 012A,92,,78,,89,,82,
Greenwich 012B,100,,133,,161,,125,
Greenwich 012C,154,,135,,150,,162,
Greenwich 012D,147,,141,,174,,154,
Greenwich 014A,55,,52,,53,,51,
Greenwich 014B,32,,24,,34,,26,
Greenwich 014C,31,,25,,27,,28,
Greenwich 014D,161,,175,,185,,200,
Greenwich 015A,179,,172,,190,,197,
Greenwich 015B,51,,93,,90,,92,
Greenwich 015C,85,,80,,111,,108,
Greenwich 015D,215,,197,,192,,170,
Greenwich 016A,52,,27,,44,,53,
Greenwich 016B,28,,15,,15,,23,
Greenwich 016C,34,,39,,46,,48,
Greenwich 016D,24,,27,,25,,17,
Greenwich 017A,59,,48,,79,,83,
Greenwich 017B,86,,70,,100,,93,
Greenwich 017C,41,,47,,63,,71,
Greenwich 017D,58,,57,,74,,68,
Greenwich 019A,131,,123,,154,,152,
Greenwich 019B,111,,112,,132,,108,
Greenwich 019C,126,,136,,154,,181,
Greenwich 019D,49,,36,,41,,41,
Greenwich 020A,56,,53,,60,,52,
Greenwich 020B,20,,22,,32,,21,
Greenwich 020C,32,,23,,46,,43,
Greenwich 020D,65,,63,,70,,57,
Greenwich 020E,57,,69,,87,,96,
Greenwich 021A,34,,22,,30,,24,
Greenwich 021B,48,,56,,54,,58,
Greenwich 021C,26,,22,,20,,17,
Greenwich 021D,10,,15,,17,,17,
Greenwich 022A,91,,87,,82,,85,
Greenwich 022B,38,,32,,29,,46,
Greenwich 022C,59,,49,,47,,55,
Greenwich 022D,88,,82,,93,,107,
Greenwich 023A,17,,15,,21,,24,
Greenwich 023B,24,,17,,31,,36,
Greenwich 023C,33,,26,,38,,43,
Greenwich 023D,29,,33,,44,,34,
Greenwich 025A,103,,109,,126,,101,
Greenwich 025B,77,,81,,115,,93,
Greenwich 025C,96,,105,,95,,103,
Greenwich 025D,72,,62,,69,,74,
Greenwich 025E,133,,128,,161,,148,
Greenwich 027A,23,,25,,26,,42,
Greenwich 027B,45,,41,,39,,45,
Greenwich 027C,18,,11,,27,,12,
Greenwich 027D,24,,31,,51,,57,
Greenwich 028A,71,,66,,81,,77,
Greenwich 028B,24,,22,,22,,25,
Greenwich 028C,67,,59,,68,,76,
Greenwich 028D,41,,38,,44,,44,
Greenwich 029A,121,,99,,128,,141,
Greenwich 029B,133,,139,,143,,151,
Greenwich 029C,108,,122,,147,,131,
Greenwich 029D,104,,100,,109,,98,
Greenwich 029E,108,,90,,77,,85,
Greenwich 030C,77,,79,,82,,93,
Greenwich 030D,67,,53,,51,,53,
Greenwich 030E,162,,182,,166,,158,
Greenwich 031A,42,,41,,61,,61,
Greenwich 031B,44,,54,,39,,47,
Greenwich 031C,148,,161,,157,,150,
Greenwich 031D,116,,118,,127,,118,
Greenwich 032A,35,,40,,27,,17,
Greenwich 032B,62,,64,,71,,80,
Greenwich 032C,31,,28,,40,,55,
Greenwich 032D,26,,27,,17,,22,
Greenwich 033A,98,,123,,156,,150,
Greenwich 033B,87,,87,,101,,115,
Greenwich 033C,149,,166,,196,,200,
Greenwich 033D,50,,57,,69,,56,
Greenwich 034A,55,,53,,35,,38,
Greenwich 034B,15,,19,,31,,39,
Greenwich 034C,45,,36,,60,,72,
Greenwich 034D,34,,25,,34,,31,
Greenwich 034E,212,,208,,208,,228,
Greenwich 035A,231,,233,,297,,296,
Greenwich 035B,112,,129,,100,,117,
Greenwich 035C,14,,19,,34,,33,
Greenwich 035D,57,,57,,88,,72,
Greenwich 036A,57,,61,,88,,84,
Greenwich 036B,130,,115,,148,,162,
Greenwich 036C,113,,135,,134,,144,
Greenwich 036D,16,,24,,33,,39,
Greenwich 036E,89,,102,,114,,108,
Greenwich 037A,98,,79,,96,,99,
Greenwich 037B,39,,41,,40,,48,
Greenwich 037C,42,,37,,51,,52,
Greenwich 037D,67,,77,,76,,73,
Greenwich 038A,115,,112,,114,,150,
Greenwich 038B,41,,41,,41,,47,
Greenwich 038C,42,,55,,45,,46,
Greenwich 038D,55,,60,,60,,52,
Greenwich 038E,26,,30,,39,,49,
Harrow 001A,38,,45,,68,,58,
Harrow 001B,60,,84,,99,,112,
Harrow 001C,10,,16,,14,,18,
Harrow 001D,58,,50,,85,,88,
Harrow 002A,44,,55,,53,,58,
Harrow 002B,44,,31,,37,,60,
Harrow 002C,20,,20,,23,,49,
Harrow 002D,96,,103,,111,,123,
Harrow 002E,94,,98,,94,,136,
Harrow 003A,121,,102,,146,,159,
Harrow 003B,81,,86,,74,,93,
Harrow 003C,70,,53,,68,,87,
Harrow 003D,42,,39,,44,,58,
Harrow 004A,51,,36,,41,,39,
Harrow 004B,7,,19,,9,,15,
Harrow 004C,11,,..,,13,,12,
Harrow 004D,5,,..,,..,,5,
Harrow 005A,54,,61,,79,,93,
Harrow 005B,59,,56,,61,,60,
Harrow 005C,55,,45,,75,,86,
Harrow 005D,71,,105,,94,,83,
Harrow 005E,61,,56,,71,,81,
Harrow 006A,76,,96,,90,,73,
Harrow 006B,29,,33,,35,,39,
Harrow 006C,60,,44,,63,,70,
Harrow 006D,97,,78,,78,,62,
Harrow 006E,14,,12,,11,,22,
Harrow 007A,146,,128,,143,,146,
Harrow 007B,105,,95,,132,,106,
Harrow 007C,98,,93,,110,,121,
Harrow 007D,61,,39,,52,,87,
Harrow 007E,91,,94,,89,,105,
Harrow 008A,60,,61,,100,,108,
Harrow 008B,50,,55,,48,,45,
Harrow 008C,20,,29,,27,,21,
Harrow 008D,50,,58,,73,,53,
Harrow 008E,84,,69,,102,,124,
Harrow 009A,107,,110,,126,,132,
Harrow 009B,59,,68,,92,,86,
Harrow 009C,40,,43,,61,,53,
Harrow 009D,14,,23,,31,,22,
Harrow 010A,93,,85,,91,,98,
Harrow 010B,120,,110,,117,,149,
Harrow 010C,105,,93,,87,,110,
Harrow 010D,73,,82,,91,,96,
Harrow 010E,77,,74,,95,,108,
Harrow 011A,70,,64,,71,,109,
Harrow 011B,161,,151,,158,,176,
Harrow 011C,77,,77,,92,,119,
Harrow 011D,118,,112,,143,,168,
Harrow 011E,115,,104,,114,,147,
Harrow 012A,68,,60,,79,,76,
Harrow 012B,52,,53,,43,,53,
Harrow 012C,53,,65,,66,,77,
Harrow 012D,84,,62,,66,,69,
Harrow 012E,166,,138,,146,,157,
Harrow 013A,122,,137,,171,,180,
Harrow 013B,148,,132,,146,,181,
Harrow 013C,74,,86,,137,,143,
Harrow 013D,84,,87,,102,,103,
Harrow 013E,80,,82,,98,,130,
Harrow 015A,59,,64,,58,,74,
Harrow 015B,29,,19,,19,,29,
Harrow 015C,79,,82,,78,,66,
Harrow 015D,39,,34,,37,,34,
Harrow 016A,8,,8,,10,,8,
Harrow 016B,27,,16,,27,,30,
Harrow 016C,15,,8,,20,,14,
Harrow 016D,45,,55,,67,,49,
Harrow 017A,81,,69,,58,,73,
Harrow 017B,75,,71,,55,,86,
Harrow 017C,80,,63,,65,,86,
Harrow 017D,108,,81,,103,,95,
Harrow 017E,87,,73,,67,,88,
Harrow 019A,16,,21,,30,,36,
Harrow 019B,17,,18,,20,,31,
Harrow 019C,39,,28,,47,,48,
Harrow 019D,19,,13,,17,,17,
Harrow 020A,66,,67,,66,,66,
Harrow 020B,118,,134,,196,,185,
Harrow 020C,78,,79,,72,,83,
Harrow 020D,78,,67,,99,,107,
Harrow 021A,49,,46,,54,,74,
Harrow 021B,86,,72,,70,,108,
Harrow 021C,73,,52,,66,,86,
Harrow 021D,42,,51,,41,,69,
Harrow 022A,21,,33,,23,,33,
Harrow 022B,15,,16,,23,,30,
Harrow 022C,24,,27,,21,,25,
Harrow 022D,31,,35,,25,,29,
Harrow 023A,83,,80,,88,,126,
Harrow 023B,45,,48,,33,,52,
Harrow 023C,51,,48,,52,,81,
Harrow 023D,77,,49,,80,,95,
Harrow 024A,65,,58,,64,,82,
Harrow 024B,58,,51,,33,,43,
Harrow 024C,42,,30,,53,,36,
Harrow 024D,57,,53,,49,,59,
Harrow 025A,8,,17,,8,,14,
Harrow 025B,34,,41,,46,,51,
Harrow 025C,39,,33,,38,,37,
Harrow 025D,74,,77,,97,,108,
Harrow 027A,146,,108,,126,,155,
Harrow 027B,65,,70,,68,,82,
Harrow 027C,73,,91,,113,,122,
Harrow 027D,159,,146,,190,,194,
Harrow 028A,49,,66,,61,,70,
Harrow 028B,76,,83,,117,,130,
Harrow 028C,75,,45,,69,,89,
Harrow 028D,143,,162,,156,,165,
Harrow 029A,24,,30,,45,,45,
Harrow 029B,17,,21,,17,,23,
Harrow 029C,76,,70,,66,,82,
Harrow 029D,9,,5,,7,,10,
Harrow 030A,55,,46,,67,,64,
Harrow 030B,102,,91,,78,,83,
Harrow 030C,51,,63,,68,,80,
Harrow 030D,77,,62,,63,,79,
Harrow 031A,113,,89,,87,,93,
Harrow 031B,107,,100,,78,,92,
Harrow 031C,59,,67,,96,,117,
Harrow 031D,64,,54,,65,,81,
Harrow 031E,101,,95,,120,,137,
Harrow 032A,32,,48,,59,,75,
Harrow 032B,47,,41,,53,,49,
Harrow 032C,61,,38,,46,,60,
Harrow 032D,68,,63,,68,,67,
Harrow 032E,43,,36,,51,,36,
Harrow 033A,94,,73,,83,,95,
Harrow 033B,73,,68,,49,,55,
Harrow 033C,109,,116,,109,,107,
Harrow 033D,66,,69,,79,,73,
Harrow 033E,31,,45,,51,,65,
Harrow 033F,56,,56,,45,,49,
Harrow 033G,55,,49,,52,,58,
Harrow 033H,59,,52,,62,,57,
Harrow 033I,53,,60,,54,,81,
Havering 001A,115,,112,,126,,131,
Havering 001B,103,,108,,134,,125,
Havering 001C,81,,63,,103,,120,
Havering 001D,115,,129,,101,,130,
Havering 002A,93,,90,,99,,110,
Havering 002B,75,,68,,92,,91,
Havering 002C,169,,187,,199,,217,
Havering 002D,84,,101,,87,,87,
Havering 002E,72,,64,,61,,85,
Havering 003A,62,,54,,54,,60,
Havering 003B,126,,101,,120,,125,
Havering 003C,32,,26,,25,,19,
Havering 003D,131,,143,,168,,138,
Havering 003E,95,,86,,99,,100,
Havering 004A,134,,148,,195,,201,
Havering 004B,194,,197,,245,,254,
Havering 004C,96,,120,,138,,120,
Havering 004D,89,,86,,106,,107,
Havering 004E,149,,146,,138,,184,
Havering 004F,122,,124,,160,,153,
Havering 005A,81,,67,,57,,44,
Havering 005B,87,,55,,60,,62,
Havering 005C,99,,86,,90,,104,
Havering 005D,66,,68,,70,,74,
Havering 005E,63,,58,,52,,50,
Havering 006A,110,,84,,108,,126,
Havering 006B,89,,102,,88,,86,
Havering 006C,94,,100,,106,,102,
Havering 006D,68,,57,,96,,99,
Havering 007A,53,,80,,62,,74,
Havering 007B,19,,19,,8,,19,
Havering 007C,28,,29,,28,,42,
Havering 007D,48,,27,,32,,39,
Havering 007E,38,,44,,56,,66,
Havering 008A,30,,24,,21,,22,
Havering 008B,62,,43,,57,,58,
Havering 008C,55,,41,,52,,71,
Havering 008D,18,,10,,20,,21,
Havering 008E,48,,40,,33,,26,
Havering 009A,31,,34,,37,,55,
Havering 009B,72,,59,,61,,52,
Havering 009C,50,,38,,55,,56,
Havering 009D,76,,77,,61,,60,
Havering 009E,39,,34,,37,,50,
Havering 009F,33,,37,,49,,55,
Havering 010A,40,,42,,25,,37,
Havering 010B,33,,35,,43,,39,
Havering 010C,45,,43,,32,,34,
Havering 010D,41,,38,,26,,43,
Havering 010E,33,,46,,36,,42,
Havering 010F,32,,33,,30,,39,
Havering 011A,62,,44,,63,,71,
Havering 011B,52,,40,,44,,48,
Havering 011C,139,,104,,134,,133,
Havering 011D,57,,74,,64,,62,
Havering 011E,88,,92,,98,,91,
Havering 012A,12,,14,,20,,20,
Havering 012B,21,,18,,35,,28,
Havering 012C,24,,15,,12,,5,
Havering 012D,33,,33,,36,,20,
Havering 012E,62,,66,,90,,92,
Havering 012F,56,,43,,32,,39,
Havering 013A,64,,55,,89,,92,
Havering 013B,45,,41,,62,,69,
Havering 013C,112,,122,,155,,163,
Havering 013E,40,,44,,54,,63,
Havering 013F,32,,45,,28,,50,
Havering 014A,27,,33,,21,,34,
Havering 014B,36,,40,,33,,41,
Havering 014C,18,,19,,15,,13,
Havering 014D,25,,19,,28,,23,
Havering 014E,17,,10,,6,,17,
Havering 014F,33,,36,,40,,31,
Havering 015A,11,,12,,11,,12,
Havering 015B,21,,16,,19,,21,
Havering 015C,15,,18,,11,,17,
Havering 015D,16,,19,,30,,22,
Havering 016A,76,,76,,81,,111,
Havering 016B,67,,81,,83,,84,
Havering 016C,46,,41,,46,,41,
Havering 016D,78,,75,,76,,72,
Havering 016E,75,,90,,87,,94,
Havering 017A,78,,62,,71,,84,
Havering 017B,121,,123,,157,,171,
Havering 017C,122,,125,,133,,149,
Havering 017D,164,,156,,189,,210,
Havering 017E,58,,81,,75,,69,
Havering 017F,120,,126,,136,,125,
Havering 018A,34,,35,,23,,31,
Havering 018B,30,,30,,18,,34,
Havering 018C,60,,65,,76,,76,
Havering 018D,29,,42,,33,,31,
Havering 018E,56,,31,,33,,33,
Havering 019A,18,,5,,10,,6,
Havering 019B,13,,11,,14,,10,
Havering 019C,7,,7,,7,,10,
Havering 019D,24,,19,,12,,11,
Havering 020A,17,,11,,19,,16,
Havering 020B,18,,11,,23,,21,
Havering 020C,54,,63,,81,,95,
Havering 020D,52,,43,,51,,59,
Havering 020E,43,,41,,36,,46,
Havering 021A,32,,33,,22,,26,
Havering 021B,47,,42,,42,,33,
Havering 021C,68,,56,,60,,52,
Havering 021D,25,,18,,32,,34,
Havering 021E,47,,39,,41,,31,
Havering 022A,26,,32,,33,,32,
Havering 022B,37,,37,,30,,27,
Havering 022C,41,,44,,32,,49,
Havering 022D,39,,25,,40,,29,
Havering 022E,45,,35,,41,,48,
Havering 023A,57,,47,,40,,42,
Havering 023B,26,,23,,17,,10,
Havering 023C,20,,9,,12,,13,
Havering 023D,45,,40,,54,,51,
Havering 023E,31,,23,,34,,33,
Havering 024A,13,,19,,21,,23,
Havering 024B,15,,13,,10,,19,
Havering 024C,7,,11,,11,,12,
Havering 024D,19,,16,,11,,5,
Havering 024E,7,,6,,5,,5,
Havering 025A,30,,27,,36,,41,
Havering 025B,15,,15,,11,,9,
Havering 025C,27,,19,,26,,24,
Havering 025D,9,,13,,13,,28,
Havering 025E,18,,22,,24,,18,
Havering 026A,50,,52,,61,,60,
Havering 026B,60,,50,,58,,62,
Havering 026C,50,,49,,56,,52,
Havering 026D,36,,34,,28,,59,
Havering 026E,103,,96,,85,,108,
Havering 027A,31,,44,,33,,37,
Havering 027B,59,,58,,74,,72,
Havering 027C,49,,65,,51,,54,
Havering 027D,68,,56,,86,,78,
Havering 027E,106,,81,,116,,132,
Havering 028A,173,,177,,185,,211,
Havering 028B,88,,84,,94,,96,
Havering 028C,118,,108,,144,,140,
Havering 028D,61,,55,,66,,80,
Havering 028E,94,,107,,124,,133,
Havering 029A,47,,49,,50,,47,
Havering 029B,68,,85,,121,,100,
Havering 029C,23,,29,,42,,36,
Havering 029D,67,,49,,51,,59,
Havering 030A,104,,85,,104,,111,
Havering 030B,57,,80,,142,,129,
Havering 030C,68,,61,,85,,95,
Havering 030D,54,,54,,56,,47,
Hillingdon 001A,..,,6,,14,,7,
Hillingdon 001B,27,,29,,33,,23,
Hillingdon 001C,..,,10,,10,,17,
Hillingdon 001D,17,,5,,5,,10,
Hillingdon 001E,10,,10,,6,,12,
Hillingdon 002A,33,,28,,28,,24,
Hillingdon 002B,44,,38,,43,,46,
Hillingdon 002C,27,,36,,23,,27,
Hillingdon 002D,57,,74,,81,,87,
Hillingdon 002E,50,,68,,64,,59,
Hillingdon 002F,66,,61,,71,,75,
Hillingdon 003A,30,,43,,49,,40,
Hillingdon 003B,52,,51,,50,,48,
Hillingdon 003C,51,,65,,77,,86,
Hillingdon 003D,46,,42,,44,,47,
Hillingdon 003E,71,,64,,70,,56,
Hillingdon 004A,51,,47,,63,,58,
Hillingdon 004B,32,,38,,35,,31,
Hillingdon 004C,43,,40,,62,,74,
Hillingdon 004D,23,,24,,20,,24,
Hillingdon 004E,52,,65,,70,,83,
Hillingdon 005A,40,,45,,51,,37,
Hillingdon 005B,33,,22,,22,,25,
Hillingdon 005C,33,,31,,32,,41,
Hillingdon 005D,13,,27,,19,,26,
Hillingdon 006A,42,,37,,42,,45,
Hillingdon 006B,18,,26,,31,,27,
Hillingdon 006C,18,,12,,11,,12,
Hillingdon 006D,16,,27,,30,,35,
Hillingdon 006E,11,,15,,8,,..,
Hillingdon 007A,6,,5,,..,,5,
Hillingdon 007B,25,,17,,12,,14,
Hillingdon 007C,9,,7,,10,,8,
Hillingdon 007D,35,,39,,41,,44,
Hillingdon 007E,34,,24,,12,,24,
Hillingdon 008A,46,,28,,33,,35,
Hillingdon 008B,44,,23,,30,,23,
Hillingdon 008C,43,,34,,46,,49,
Hillingdon 008D,29,,23,,36,,31,
Hillingdon 008E,21,,19,,20,,33,
Hillingdon 009A,35,,40,,31,,69,
Hillingdon 009B,15,,21,,19,,16,
Hillingdon 009C,50,,49,,55,,65,
Hillingdon 009D,18,,16,,15,,18,
Hillingdon 009E,36,,41,,39,,46,
Hillingdon 010A,26,,16,,27,,29,
Hillingdon 010B,32,,46,,39,,34,
Hillingdon 010C,22,,35,,18,,26,
Hillingdon 010D,13,,21,,11,,17,
Hillingdon 010E,70,,51,,47,,59,
Hillingdon 011A,9,,18,,8,,5,
Hillingdon 011B,14,,13,,10,,9,
Hillingdon 011C,11,,5,,8,,7,
Hillingdon 011D,24,,26,,22,,20,
Hillingdon 011E,34,,36,,36,,28,
Hillingdon 013A,20,,21,,20,,29,
Hillingdon 013B,18,,12,,11,,16,
Hillingdon 013C,42,,29,,36,,31,
Hillingdon 013D,16,,11,,18,,18,
Hillingdon 013E,32,,21,,30,,17,
Hillingdon 014A,27,,35,,50,,78,
Hillingdon 014B,22,,30,,18,,20,
Hillingdon 014C,41,,49,,31,,30,
Hillingdon 014D,51,,42,,51,,87,
Hillingdon 014E,100,,72,,85,,83,
Hillingdon 015A,47,,57,,63,,67,
Hillingdon 015C,50,,59,,65,,82,
Hillingdon 015D,72,,67,,87,,102,
Hillingdon 015F,128,,102,,124,,131,
Hillingdon 016B,96,,84,,140,,126,
Hillingdon 016C,101,,117,,115,,126,
Hillingdon 016D,40,,35,,43,,48,
Hillingdon 016F,64,,96,,145,,163,
Hillingdon 017A,65,,68,,72,,95,
Hillingdon 017B,49,,47,,44,,56,
Hillingdon 017C,56,,83,,73,,102,
Hillingdon 017D,26,,12,,34,,22,
Hillingdon 017E,67,,71,,74,,68,
Hillingdon 018A,86,,64,,78,,89,
Hillingdon 018B,88,,90,,85,,110,
Hillingdon 018C,54,,68,,70,,68,
Hillingdon 018D,98,,90,,113,,151,
Hillingdon 018E,59,,49,,54,,47,
Hillingdon 018F,51,,45,,57,,53,
Hillingdon 019A,76,,96,,110,,125,
Hillingdon 019B,77,,83,,68,,93,
Hillingdon 019C,88,,98,,100,,102,
Hillingdon 019D,65,,86,,117,,122,
Hillingdon 019E,93,,82,,78,,95,
Hillingdon 020A,136,,127,,155,,187,
Hillingdon 020B,85,,74,,98,,118,
Hillingdon 020C,158,,164,,155,,166,
Hillingdon 020D,202,,177,,201,,220,
Hillingdon 020E,123,,111,,140,,144,
Hillingdon 021A,97,,90,,105,,116,
Hillingdon 021B,66,,53,,71,,67,
Hillingdon 021C,125,,122,,121,,169,
Hillingdon 021D,60,,83,,97,,118,
Hillingdon 021E,60,,60,,82,,99,
Hillingdon 021F,93,,105,,108,,112,
Hillingdon 022A,82,,73,,99,,110,
Hillingdon 022B,108,,112,,131,,151,
Hillingdon 022C,22,,25,,42,,44,
Hillingdon 022D,71,,67,,71,,70,
Hillingdon 022E,118,,106,,123,,115,
Hillingdon 022F,161,,152,,208,,200,
Hillingdon 023A,84,,62,,66,,72,
Hillingdon 023B,57,,43,,54,,71,
Hillingdon 023C,122,,131,,160,,155,
Hillingdon 023D,78,,70,,87,,99,
Hillingdon 023E,95,,85,,96,,123,
Hillingdon 024A,105,,100,,121,,141,
Hillingdon 024B,100,,101,,123,,137,
Hillingdon 024C,124,,89,,130,,131,
Hillingdon 024D,177,,167,,240,,245,
Hillingdon 024E,131,,129,,135,,145,
Hillingdon 025A,76,,105,,88,,93,
Hillingdon 025B,61,,66,,107,,87,
Hillingdon 025C,135,,139,,144,,135,
Hillingdon 025D,94,,116,,104,,129,
Hillingdon 025E,63,,90,,94,,82,
Hillingdon 026A,102,,106,,114,,119,
Hillingdon 026B,78,,83,,92,,106,
Hillingdon 026C,173,,167,,180,,186,
Hillingdon 026D,167,,151,,159,,155,
Hillingdon 026E,157,,146,,203,,185,
Hillingdon 027A,74,,90,,111,,129,
Hillingdon 027B,123,,121,,157,,195,
Hillingdon 027C,107,,115,,129,,131,
Hillingdon 027D,151,,178,,214,,273,
Hillingdon 027E,163,,151,,175,,193,
Hillingdon 027F,94,,74,,122,,113,
Hillingdon 028A,147,,188,,200,,183,
Hillingdon 028B,102,,79,,95,,120,
Hillingdon 028C,133,,168,,186,,190,
Hillingdon 028D,95,,87,,121,,153,
Hillingdon 028E,196,,197,,231,,220,
Hillingdon 029A,143,,130,,150,,164,
Hillingdon 029B,67,,53,,44,,29,
Hillingdon 029C,110,,66,,106,,119,
Hillingdon 029D,138,,135,,113,,121,
Hillingdon 029E,36,,35,,25,,33,
Hillingdon 030A,169,,189,,207,,272,
Hillingdon 030B,57,,55,,84,,112,
Hillingdon 030C,70,,69,,72,,90,
Hillingdon 030D,121,,109,,119,,102,
Hillingdon 030E,74,,74,,70,,87,
Hillingdon 031A,79,,65,,52,,94,
Hillingdon 031B,75,,82,,58,,105,
Hillingdon 031C,88,,97,,68,,103,
Hillingdon 031D,86,,101,,93,,87,
Hillingdon 032A,52,,46,,66,,79,
Hillingdon 032B,127,,105,,126,,165,
Hillingdon 032C,129,,125,,153,,166,
Hillingdon 032D,107,,124,,142,,142,
Hillingdon 032E,202,,206,,217,,239,
Hillingdon 033A,73,,77,,92,,92,
Hillingdon 033B,73,,72,,79,,78,
